rule,tau1,tau2,pgd_recall,pgd_fp,walkrun_fp,precision,specificity,f1,clean_fall_recall,clean_fp,pgd20_recall
D_pfall+entropy,0.32,1.6,0.133,5,3,0.545,0.989,0.214,0.333,0,0.111
D_pfall+entropy,0.32,1.7,0.156,31,24,0.184,0.932,0.169,0.711,0,0.133
D_pfall+entropy,0.32,1.8,0.178,42,33,0.160,0.908,0.168,0.933,2,0.133
D_pfall+entropy,0.32,1.9,0.178,47,35,0.145,0.897,0.160,0.956,5,0.133
D_pfall+entropy,0.32,2.0,0.178,47,35,0.145,0.897,0.160,0.956,5,0.133
D_pfall+entropy,0.36,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.36,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.36,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.36,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.36,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.36,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.36,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.36,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.36,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.36,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.36,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.36,1.1,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.36,1.2,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.36,1.3,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.36,1.4,0.044,2,0,0.500,0.996,0.082,0.111,0,0.022
D_pfall+entropy,0.36,1.5,0.044,2,0,0.500,0.996,0.082,0.156,0,0.044
D_pfall+entropy,0.36,1.6,0.089,4,2,0.500,0.991,0.151,0.311,0,0.067
D_pfall+entropy,0.36,1.7,0.089,15,9,0.211,0.967,0.125,0.689,0,0.067
D_pfall+entropy,0.36,1.8,0.089,16,10,0.200,0.965,0.123,0.889,0,0.067
D_pfall+entropy,0.36,1.9,0.089,16,10,0.200,0.965,0.123,0.889,0,0.067
D_pfall+entropy,0.36,2.0,0.089,16,10,0.200,0.965,0.123,0.889,0,0.067
D_pfall+entropy,0.4,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.4,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.4,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.4,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.4,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.4,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.4,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.4,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.4,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.4,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.4,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.4,1.1,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.4,1.2,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.4,1.3,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.4,1.4,0.044,2,0,0.500,0.996,0.082,0.111,0,0.022
D_pfall+entropy,0.4,1.5,0.044,2,0,0.500,0.996,0.082,0.156,0,0.044
D_pfall+entropy,0.4,1.6,0.067,4,2,0.429,0.991,0.115,0.289,0,0.067
D_pfall+entropy,0.4,1.7,0.067,5,2,0.375,0.989,0.113,0.489,0,0.067
D_pfall+entropy,0.4,1.8,0.067,5,2,0.375,0.989,0.113,0.511,0,0.067
D_pfall+entropy,0.4,1.9,0.067,5,2,0.375,0.989,0.113,0.511,0,0.067
D_pfall+entropy,0.4,2.0,0.067,5,2,0.375,0.989,0.113,0.511,0,0.067
D_pfall+entropy,0.44,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.44,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.44,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.44,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.44,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.44,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.44,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.44,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.44,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.44,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.44,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.44,1.1,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.44,1.2,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.44,1.3,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.44,1.4,0.044,2,0,0.500,0.996,0.082,0.111,0,0.022
D_pfall+entropy,0.44,1.5,0.044,2,0,0.500,0.996,0.082,0.156,0,0.044
D_pfall+entropy,0.44,1.6,0.044,2,0,0.500,0.996,0.082,0.244,0,0.044
D_pfall+entropy,0.44,1.7,0.044,3,0,0.400,0.993,0.080,0.267,0,0.044
D_pfall+entropy,0.44,1.8,0.044,3,0,0.400,0.993,0.080,0.267,0,0.044
D_pfall+entropy,0.44,1.9,0.044,3,0,0.400,0.993,0.080,0.267,0,0.044
D_pfall+entropy,0.44,2.0,0.044,3,0,0.400,0.993,0.080,0.267,0,0.044
D_pfall+entropy,0.48,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.48,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.48,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.48,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.48,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.48,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.48,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.48,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.48,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.48,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.48,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.48,1.1,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.48,1.2,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.48,1.3,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.48,1.4,0.044,1,0,0.667,0.998,0.083,0.111,0,0.022
D_pfall+entropy,0.48,1.5,0.044,1,0,0.667,0.998,0.083,0.156,0,0.022
D_pfall+entropy,0.48,1.6,0.044,1,0,0.667,0.998,0.083,0.156,0,0.022
D_pfall+entropy,0.48,1.7,0.044,1,0,0.667,0.998,0.083,0.156,0,0.022
D_pfall+entropy,0.48,1.8,0.044,1,0,0.667,0.998,0.083,0.156,0,0.022
D_pfall+entropy,0.48,1.9,0.044,1,0,0.667,0.998,0.083,0.156,0,0.022
D_pfall+entropy,0.48,2.0,0.044,1,0,0.667,0.998,0.083,0.156,0,0.022
D_pfall+entropy,0.52,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.52,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.52,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.52,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.52,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.52,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.52,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.52,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.52,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.52,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.52,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.52,1.1,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.52,1.2,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.52,1.3,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.52,1.4,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.52,1.5,0.022,1,0,0.500,0.998,0.043,0.133,0,0.022
D_pfall+entropy,0.52,1.6,0.022,1,0,0.500,0.998,0.043,0.133,0,0.022
D_pfall+entropy,0.52,1.7,0.022,1,0,0.500,0.998,0.043,0.133,0,0.022
D_pfall+entropy,0.52,1.8,0.022,1,0,0.500,0.998,0.043,0.133,0,0.022
D_pfall+entropy,0.52,1.9,0.022,1,0,0.500,0.998,0.043,0.133,0,0.022
D_pfall+entropy,0.52,2.0,0.022,1,0,0.500,0.998,0.043,0.133,0,0.022
D_pfall+entropy,0.56,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.56,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.56,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.56,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.56,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.56,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.56,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.56,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.56,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.56,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.56,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.56,1.1,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.56,1.2,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.56,1.3,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.56,1.4,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.56,1.5,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.56,1.6,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.56,1.7,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.56,1.8,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.56,1.9,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.56,2.0,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.6,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.6,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.6,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.6,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.6,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.6,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.6,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.6,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.6,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.6,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.6,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.6,1.1,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.6,1.2,0.022,0,0,1.000,1.000,0.043,0.111,0,0.022
D_pfall+entropy,0.6,1.3,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.6,1.4,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.6,1.5,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.6,1.6,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.6,1.7,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.6,1.8,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.6,1.9,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.6,2.0,0.022,1,0,0.500,0.998,0.043,0.111,0,0.022
D_pfall+entropy,0.64,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.64,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.64,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.64,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.64,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.64,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.64,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.64,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.64,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.64,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.64,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.64,1.1,0.022,0,0,1.000,1.000,0.043,0.111,0,0.000
D_pfall+entropy,0.64,1.2,0.022,0,0,1.000,1.000,0.043,0.111,0,0.000
D_pfall+entropy,0.64,1.3,0.022,1,0,0.500,0.998,0.043,0.111,0,0.000
D_pfall+entropy,0.64,1.4,0.022,1,0,0.500,0.998,0.043,0.111,0,0.000
D_pfall+entropy,0.64,1.5,0.022,1,0,0.500,0.998,0.043,0.111,0,0.000
D_pfall+entropy,0.64,1.6,0.022,1,0,0.500,0.998,0.043,0.111,0,0.000
D_pfall+entropy,0.64,1.7,0.022,1,0,0.500,0.998,0.043,0.111,0,0.000
D_pfall+entropy,0.64,1.8,0.022,1,0,0.500,0.998,0.043,0.111,0,0.000
D_pfall+entropy,0.64,1.9,0.022,1,0,0.500,0.998,0.043,0.111,0,0.000
D_pfall+entropy,0.64,2.0,0.022,1,0,0.500,0.998,0.043,0.111,0,0.000
D_pfall+entropy,0.68,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.68,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.68,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.68,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.68,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.68,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.68,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.68,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.68,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.68,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.1,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.2,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.3,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.4,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.5,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.6,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.7,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.8,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,1.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.68,2.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.72,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.72,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.72,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.72,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.72,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.72,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.72,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.72,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.72,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.1,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.2,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.3,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.4,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.5,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.6,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.7,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.8,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,1.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.72,2.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.76,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.76,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.76,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.76,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.76,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.76,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.76,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.76,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.76,0.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.1,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.2,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.3,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.4,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.5,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.6,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.7,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.8,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,1.9,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.76,2.0,0.000,0,0,0.000,1.000,0.000,0.111,0,0.000
D_pfall+entropy,0.8,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.8,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.8,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.8,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.8,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.8,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.8,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.8,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.8,0.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,0.9,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.0,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.1,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.2,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.3,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.4,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.5,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.6,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.7,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.8,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,1.9,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.8,2.0,0.000,0,0,0.000,1.000,0.000,0.044,0,0.000
D_pfall+entropy,0.84,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,0.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,1.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.84,2.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,0.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,1.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
D_pfall+entropy,0.88,1.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
